Date,Name,Category,Type,Amount,DayOfWeek,IsWeekend,CategoryEncoded,TypeEncoded,Cluster
2024-07-22,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,0.0,0,0,1,1
2024-07-23,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,1.0,0,0,1,1
2024-07-24,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,2.0,0,0,1,1
2024-07-25,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,3.0,0,0,1,1
2024-07-23,"Lotte - Nước lau sàn, dầu gội",Mua sắm,Phải chi (Must have),465000,1.0,0,5,2,0
2024-07-25,Grab tới nha sỹ,Sức khoẻ,Phát sinh (Nice to have),52000,3.0,0,7,1,1
2024-07-25,Bún bò,Thực phẩm,Phát sinh (Nice to have),172000,3.0,0,8,1,1
2024-07-26,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,4.0,0,0,1,1
2024-07-28,Gas,Hoá đơn - Thanh toán định kì,Phải chi (Must have),450000,6.0,1,4,2,2
2024-07-29,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,0.0,0,0,1,1
2024-07-29,Đổ xăng,Đi lại,Phải chi (Must have),50000,0.0,0,10,2,0
2024-07-29,Ăn sáng,Thực phẩm,Phải chi (Must have),33000,0.0,0,8,2,0
2024-07-29,3G,Giải trí,Phát sinh (Nice to have),20000,0.0,0,3,1,1
2024-07-30,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,1.0,0,0,1,1
2024-07-30,Ăn sáng,Thực phẩm,Phải chi (Must have),23000,1.0,0,8,2,0
2024-07-30,Sữa bịch,Thực phẩm,Phát sinh (Nice to have),4000,1.0,0,8,1,1
2024-07-31,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,2.0,0,0,1,1
2024-07-31,Ăn sáng,Thực phẩm,Phải chi (Must have),33000,2.0,0,8,2,0
2024-07-31,Cơm tấm,Thực phẩm,Phải chi (Must have),60000,2.0,0,8,2,0
2024-08-01,Ăn sáng,Thực phẩm,Phải chi (Must have),33000,3.0,0,8,2,0
2024-08-01,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,3.0,0,0,1,1
2024-08-01,Cơm tấm,Thực phẩm,Phải chi (Must have),55000,3.0,0,8,2,0
2024-08-02,Bánh cuốn tây sơn,Thực phẩm,Phải chi (Must have),69000,4.0,0,8,2,0
2024-08-02,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,4.0,0,0,1,1
2024-08-03,Ăn sáng + gía,Thực phẩm,Phải chi (Must have),30000,5.0,1,8,2,2
2024-08-03,Đổ xăng,Đi lại,Phải chi (Must have),50000,5.0,1,10,2,2
2024-08-03,Cà phê Hummingbird,Cà phê,Phát sinh (Nice to have),75000,5.0,1,0,1,2
2024-08-03,Netflix,Giải trí,Phải chi (Must have),53000,5.0,1,3,2,2
2024-08-03,Nước,Thực phẩm,Phải chi (Must have),70000,5.0,1,8,2,2
2024-07-31,Ăn sáng,Thực phẩm,Phải chi (Must have),33000,2.0,0,8,2,0
2024-08-04,Ăn sáng,Thực phẩm,Phải chi (Must have),33000,6.0,1,8,2,2
2024-08-04,Hớt tóc,Sức khoẻ,Phải chi (Must have),70000,6.0,1,7,2,2
2024-07-29,Kẹo gum,Thực phẩm,Phát sinh (Nice to have),29000,0.0,0,8,1,1
2024-08-04,"Rau, củ, sữa lotte",Thực phẩm,Phải chi (Must have),259000,6.0,1,8,2,2
2024-08-05,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,0.0,0,0,1,1
2024-08-05,Nước GS25,Other,Lãng phí (Wasted),31000,0.0,0,6,0,1
2024-08-05,Grab sân bay,Đi lại,Phát sinh (Nice to have),30000,0.0,0,10,1,1
2024-08-05,Nem nướng cô điệp,Thực phẩm,Phải chi (Must have),149000,0.0,0,8,2,0
2024-08-06,Biếu mẹ,Other,Phát sinh (Nice to have),2000000,1.0,0,6,1,1
2024-08-07,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,2.0,0,0,1,1
2024-08-06,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,1.0,0,0,1,1
2024-08-07,Đổ xăng,Đi lại,Phải chi (Must have),50000,2.0,0,10,2,0
2024-08-07,Về quê đám hỏi bé Xuân,Đi lại,Phát sinh (Nice to have),3200000,2.0,0,10,1,1
2024-08-07,Tiền nhà,Hoá đơn - Thanh toán định kì,Phải chi (Must have),4844000,2.0,0,4,2,0
2024-08-07,Đi chợ,Thực phẩm,Phải chi (Must have),119000,2.0,0,8,2,0
2024-08-08,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,3.0,0,0,1,1
2024-08-08,Sữa chua + sữa,Thực phẩm,Phải chi (Must have),119000,3.0,0,8,2,0
2024-08-10,Cà phê okio,Cà phê,Phát sinh (Nice to have),155000,5.0,1,0,1,2
2024-08-10,Lotte,Thực phẩm,Phải chi (Must have),190000,5.0,1,8,2,2
2024-08-10,Trái cây,Thực phẩm,Phải chi (Must have),50000,5.0,1,8,2,2
2024-08-10,Ăn sáng,Thực phẩm,Phải chi (Must have),69000,5.0,1,8,2,2
2024-09-01,Kính Owndays,Sức khoẻ,Phải chi (Must have),3450000,6.0,1,7,2,2
2024-08-10,Cà phê hạt hummingbird,Cà phê,Phải chi (Must have),200000,5.0,1,0,2,2
2024-08-10,Thuốc cảm và kẹo ngậm,Sức khoẻ,Phát sinh (Nice to have),94000,5.0,1,7,1,2
2024-08-11,Đi chợ,Thực phẩm,Phải chi (Must have),320000,6.0,1,8,2,2
2024-08-11,Thuốc cảm,Sức khoẻ,Phát sinh (Nice to have),57000,6.0,1,7,1,2
2024-08-11,Trà sữa,Thực phẩm,Lãng phí (Wasted),50000,6.0,1,8,0,2
2024-08-12,Đổ xăng,Đi lại,Phải chi (Must have),50000,0.0,0,10,2,0
2024-08-12,Passio,Cà phê,Phát sinh (Nice to have),19000,0.0,0,0,1,1
2024-08-15,Nước,Thực phẩm,Phải chi (Must have),70000,3.0,0,8,2,0
2024-08-17,Phở,Thực phẩm,Phải chi (Must have),80000,5.0,1,8,2,2
2024-08-15,"Sữa chua, ăn vặt",Thực phẩm,Phát sinh (Nice to have),149000,3.0,0,8,1,1
2024-08-16,Lotte,Mua sắm,Phải chi (Must have),708000,4.0,0,5,2,0
2024-08-17,Giặt giày,Other,Phát sinh (Nice to have),80000,5.0,1,6,1,2
2024-08-17,Tín dụng,Hoá đơn - Thanh toán định kì,Phải chi (Must have),5092000,5.0,1,4,2,2
2024-08-17,Internet,Hoá đơn - Thanh toán định kì,Phải chi (Must have),240000,5.0,1,4,2,2
2024-08-17,Đổ xăng,Đi lại,Phải chi (Must have),50000,5.0,1,10,2,2
2024-08-17,Cà phê Okkio,Cà phê,Phát sinh (Nice to have),155000,5.0,1,0,1,2
2024-08-17,Đi chợ,Thực phẩm,Phải chi (Must have),141000,5.0,1,8,2,2
2024-08-17,Hót tóc,Sức khoẻ,Phải chi (Must have),60000,5.0,1,7,2,2
2024-08-17,"Mua khăn, ",Mua sắm,Phát sinh (Nice to have),310000,5.0,1,5,1,2
2024-08-18,Đi chợ,Thực phẩm,Phải chi (Must have),92000,6.0,1,8,2,2
2024-08-19,Nước,Thực phẩm,Phải chi (Must have),70000,0.0,0,8,2,0
2024-08-19,card điện thoại,Other,Phát sinh (Nice to have),20000,0.0,0,6,1,1
2024-08-20,Ăn trưa,Thực phẩm,Phải chi (Must have),50000,1.0,0,8,2,0
2024-08-20,Trả góp,Hoá đơn - Thanh toán định kì,Phải chi (Must have),5092000,1.0,0,4,2,0
2024-08-20,Giá đỗ,Thực phẩm,Phải chi (Must have),7000,1.0,0,8,2,0
2024-08-20,Spotify,Giải trí,Phát sinh (Nice to have),65000,1.0,0,3,1,1
2024-08-22,Đổ xăng,Đi lại,Phải chi (Must have),50000,3.0,0,10,2,0
2024-08-22,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,3.0,0,0,1,1
2024-08-23,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,4.0,0,0,1,1
2024-08-23,Gửi xe,Đi lại,Phát sinh (Nice to have),10000,4.0,0,10,1,1
2024-08-24,Ăn trưa,Thực phẩm,Phải chi (Must have),78000,5.0,1,8,2,2
2024-08-24,Lotte,Mua sắm,Phải chi (Must have),280000,5.0,1,5,2,2
2024-08-24,Cà phê hạt hummingbird,Cà phê,Phải chi (Must have),215000,5.0,1,0,2,2
2024-08-25,Nước,Thực phẩm,Phải chi (Must have),70000,6.0,1,8,2,2
2024-08-26,Đổ xăng,Đi lại,Phải chi (Must have),50000,0.0,0,10,2,0
2024-08-25,Đi chợ,Thực phẩm,Phải chi (Must have),84000,6.0,1,8,2,2
2024-08-25,Hớt tóc,Sức khoẻ,Phải chi (Must have),90000,6.0,1,7,2,2
2024-08-25,Đi chợ,Thực phẩm,Phải chi (Must have),213000,6.0,1,8,2,2
2024-08-25,Bánh mì + bánh trung thu,Thực phẩm,Phát sinh (Nice to have),70000,6.0,1,8,1,2
2024-08-26,Khẩu trang + thuốc nhỏ mắt,Sức khoẻ,Phát sinh (Nice to have),107000,0.0,0,7,1,1
2024-08-26,nước ngọt,Thực phẩm,Lãng phí (Wasted),10000,0.0,0,8,0,1
2024-08-27,Sữa chua + bánh,Thực phẩm,Phát sinh (Nice to have),121000,1.0,0,8,1,1
2024-08-29,Nước,Thực phẩm,Phải chi (Must have),70000,3.0,0,8,2,0
2024-08-29,Bánh tráng trộn,Thực phẩm,Lãng phí (Wasted),35000,3.0,0,8,0,1
2024-08-29,Sữa chua + kẹo + bánh,Thực phẩm,Phát sinh (Nice to have),147000,3.0,0,8,1,1
2024-08-30,Bún mắm nem,Thực phẩm,Phải chi (Must have),69000,4.0,0,8,2,0
2024-08-31,Ăn sáng,Thực phẩm,Phải chi (Must have),56000,5.0,1,8,2,2
2024-08-31,Lotte đồ ăn,Thực phẩm,Phải chi (Must have),291000,5.0,1,8,2,2
2024-08-31,Cà phê Hummingbird (lễ 2/9) ,Cà phê,Phát sinh (Nice to have),310000,5.0,1,0,1,2
2024-09-01,Đi chợ,Thực phẩm,Phải chi (Must have),465000,6.0,1,8,2,2
2024-09-01,Netflix,Giải trí,Phải chi (Must have),53000,6.0,1,3,2,2
2024-09-02,Đổ xăng,Đi lại,Phải chi (Must have),50000,0.0,0,10,2,0
2024-09-02,Váy đám cưới bé Xuân,Mua sắm,Phát sinh (Nice to have),845000,0.0,0,5,1,1
2024-09-02,Áo thun UT Uniqlo,Mua sắm,Phát sinh (Nice to have),391000,0.0,0,5,1,1
2024-09-02,Sushi Aionmal,Thực phẩm,Phát sinh (Nice to have),192000,0.0,0,8,1,1
2024-09-02,kem đánh răng,Sức khoẻ,Phải chi (Must have),74000,0.0,0,7,2,0
2024-09-02,Dâù ăn,Thực phẩm,Phải chi (Must have),65000,0.0,0,8,2,0
2024-09-02,chuối,Thực phẩm,Phát sinh (Nice to have),25000,0.0,0,8,1,1
2024-09-03,Đi chợ,Thực phẩm,Phải chi (Must have),308000,1.0,0,8,2,0
2024-09-03,Khẩu trang + kẹo,Sức khoẻ,Phát sinh (Nice to have),72000,1.0,0,7,1,1
2024-09-03,Bánh trung thu + bánh hỏi lotte,Thực phẩm,Phát sinh (Nice to have),139000,1.0,0,8,1,1
2024-09-03,Mua vàng cho bé Xuân,Other,Phát sinh (Nice to have),11800000,1.0,0,6,1,1
2024-09-04,Nước,Thực phẩm,Phải chi (Must have),70000,2.0,0,8,2,0
2024-09-04,Cà phê hạt hummingbird,Cà phê,Phải chi (Must have),220000,2.0,0,0,2,0
2024-09-06,Highland coffee,Thực phẩm,Phát sinh (Nice to have),55000,4.0,0,8,1,1
2024-09-07,Cà phê hạt hummingbird cho Hương Anh,Cà phê,Phát sinh (Nice to have),235000,5.0,1,0,1,2
2024-09-07,Lotte,Mua sắm,Phải chi (Must have),520000,5.0,1,5,2,2
2024-09-07,Đổ xăng,Đi lại,Phải chi (Must have),50000,5.0,1,10,2,2
2024-09-07,Hummingbird,Cà phê,Phát sinh (Nice to have),65000,5.0,1,0,1,2
2024-09-07,Tiền nhà,Hoá đơn - Thanh toán định kì,Phải chi (Must have),4910000,5.0,1,4,2,2
2024-09-07,Internet,Hoá đơn - Thanh toán định kì,Phải chi (Must have),250000,5.0,1,4,2,2
2024-09-08,Bánh phồng chiên,Thực phẩm,Phát sinh (Nice to have),11000,6.0,1,8,1,2
2024-09-08,Đi chợ,Thực phẩm,Phải chi (Must have),190000,6.0,1,8,2,2
2024-09-08,Bảo trì xe yamaha,Đi lại,Phát sinh (Nice to have),1704000,6.0,1,10,1,2
2024-09-08,Bánh cuốn tây sơn,Thực phẩm,Phải chi (Must have),74000,6.0,1,8,2,2
2024-09-09,Nước,Thực phẩm,Phải chi (Must have),70000,0.0,0,8,2,0
2024-09-09,Vé máy bay về đà nẵng đám cưới,Đi lại,Phát sinh (Nice to have),5040000,0.0,0,10,1,1
2024-09-09,Tiền đám ma ba Thiện,Other,Phát sinh (Nice to have),300000,0.0,0,6,1,1
2024-09-09,Coca cola,Thực phẩm,Lãng phí (Wasted),10000,0.0,0,8,0,1
2024-09-12,Kẹo gum,Thực phẩm,Lãng phí (Wasted),29000,3.0,0,8,0,1
2024-09-12,Đổ xăng,Đi lại,Phải chi (Must have),50000,3.0,0,10,2,0
2024-09-12,Khẩu trang + kẹo,Sức khoẻ,Phát sinh (Nice to have),79000,3.0,0,7,1,1
2024-09-13,Phở ăn tối,Thực phẩm,Phát sinh (Nice to have),86000,4.0,0,8,1,1
2024-09-13,Trà sữa alley,Thực phẩm,Lãng phí (Wasted),67000,4.0,0,8,0,1
2024-09-14,Ăn sáng,Thực phẩm,Phải chi (Must have),56000,5.0,1,8,2,2
2024-09-14,Sầu riêng,Thực phẩm,Lãng phí (Wasted),300000,5.0,1,8,0,2
2024-09-14,Đi chợ,Thực phẩm,Phải chi (Must have),90000,5.0,1,8,2,2
2024-09-14,Bánh kẹo cho cu Bo,Thực phẩm,Phát sinh (Nice to have),230000,5.0,1,8,1,2
2024-09-14,Bánh pía + hạt cho bố mẹ,Thực phẩm,Phát sinh (Nice to have),769000,5.0,1,8,1,2
2024-09-14,Ủng hộ đồng bào bão lũ,Other,Phát sinh (Nice to have),200000,5.0,1,6,1,2
2024-09-15,Giấy lọc và phê,Cà phê,Phải chi (Must have),120000,6.0,1,0,2,2
2024-09-15,Cà phê hạt hummingbird,Cà phê,Phải chi (Must have),215000,6.0,1,0,2,2
2024-09-15,VTV cap gói 1 ngày + 3G,Giải trí,Lãng phí (Wasted),13000,6.0,1,3,0,2
2024-09-16,Sữa rửa mặt,Sức khoẻ,Phải chi (Must have),374000,0.0,0,7,2,0
2024-09-16,Trả góp,Hoá đơn - Thanh toán định kì,Phải chi (Must have),3103000,0.0,0,4,2,0
2024-09-14,Hớt tóc,Sức khoẻ,Phải chi (Must have),90000,5.0,1,7,2,2
2024-09-21,Spotify,Giải trí,Phát sinh (Nice to have),65000,5.0,1,3,1,2
2024-09-22,Bún bò,Thực phẩm,Phải chi (Must have),70000,6.0,1,8,2,2
2024-09-22,Đi chợ,Thực phẩm,Phải chi (Must have),270000,6.0,1,8,2,2
2024-09-23,Đổ xăng,Đi lại,Phải chi (Must have),50000,0.0,0,10,2,0
2024-09-23,Lotte trái cây,Thực phẩm,Phát sinh (Nice to have),308000,0.0,0,8,1,1
2024-11-01,Mỹ phẩm,Sức khoẻ,Phát sinh (Nice to have),2080000,4.0,0,7,1,1
2024-09-24,Khẩu trang,Sức khoẻ,Phải chi (Must have),26000,1.0,0,7,2,0
2024-09-25,Nước,Thực phẩm,Phải chi (Must have),70000,2.0,0,8,2,0
2024-09-25,Thuốc cảm pharma,Sức khoẻ,Phát sinh (Nice to have),169000,2.0,0,7,1,1
2024-09-26,Đổ xăng,Đi lại,Phải chi (Must have),50000,3.0,0,10,2,0
2024-09-26,Bánh tráng ở quê,Thực phẩm,Phát sinh (Nice to have),260000,3.0,0,8,1,1
2024-09-26,Tiền biếu mẹ Thôi,Other,Phát sinh (Nice to have),1300000,3.0,0,6,1,1
2024-09-28,Dừa,Thực phẩm,Phát sinh (Nice to have),52000,5.0,1,8,1,2
2024-09-28,Ăn cua,Thực phẩm,Phát sinh (Nice to have),810000,5.0,1,8,1,2
2024-09-28,Thuốc xịt ho,Sức khoẻ,Phát sinh (Nice to have),270000,5.0,1,7,1,2
2024-09-28,Giá,Thực phẩm,Phải chi (Must have),7000,5.0,1,8,2,2
2024-09-29,Ăn sáng,Thực phẩm,Phải chi (Must have),66000,6.0,1,8,2,2
2024-09-29,Cà phê passio,Cà phê,Phát sinh (Nice to have),25000,6.0,1,0,1,2
2024-09-29,Đi chợ,Thực phẩm,Phải chi (Must have),126000,6.0,1,8,2,2
2024-09-29,Nước,Thực phẩm,Phải chi (Must have),70000,6.0,1,8,2,2
2024-09-21,Trip Đà nẵng,Du lịch,Phát sinh (Nice to have),4876000,5.0,1,1,1,2
2024-09-29,Chi phí về quê đám cưới bé Xuân,Đi lại,Phát sinh (Nice to have),1610000,6.0,1,10,1,2
2024-09-29,Đi chợ,Thực phẩm,Phải chi (Must have),118000,6.0,1,8,2,2
2024-10-01,cà phê hạt hummingbird,Cà phê,Phải chi (Must have),215000,1.0,0,0,2,0
2024-10-01,Đám cưới Quang,Other,Phát sinh (Nice to have),1000000,1.0,0,6,1,1
2024-10-01,Tiền nhà,Hoá đơn - Thanh toán định kì,Phải chi (Must have),4880000,1.0,0,4,2,0
2024-10-01,Internet,Hoá đơn - Thanh toán định kì,Phải chi (Must have),240000,1.0,0,4,2,0
2024-10-01,Trả góp,Hoá đơn - Thanh toán định kì,Phải chi (Must have),4203000,1.0,0,4,2,0
2024-10-01,Netflix,Hoá đơn - Thanh toán định kì,Phải chi (Must have),53000,1.0,0,4,2,0
2024-10-01,Tiền đồ ăn ở quê,Thực phẩm,Phải chi (Must have),1700000,1.0,0,8,2,0
2024-09-30,Sinh tố,Thực phẩm,Phát sinh (Nice to have),25000,0.0,0,8,1,1
2024-10-01,Khẩu trang,Sức khoẻ,Phải chi (Must have),95000,1.0,0,7,2,0
2024-10-02,Đổ xăng,Đi lại,Phải chi (Must have),50000,2.0,0,10,2,0
2024-10-02,Nước listerine + sữa tắm,Mua sắm,Phải chi (Must have),390000,2.0,0,5,2,0
2024-10-02,"Sữa chua, kẹo, bánh ngọt + rau củ quả lotte",Thực phẩm,Phát sinh (Nice to have),333000,2.0,0,8,1,1
2024-10-03,Rổ + khay gia vị,Mua sắm,Phát sinh (Nice to have),151000,3.0,0,5,1,1
2024-10-05,Nước giặt,Mua sắm,Phải chi (Must have),139000,5.0,1,5,2,2
2024-10-05,Ăn sáng,Thực phẩm,Phải chi (Must have),56000,5.0,1,8,2,2
2024-10-05,Đi chợ,Thực phẩm,Phải chi (Must have),163000,5.0,1,8,2,2
2024-10-06,Ăn tối Tacos,Thực phẩm,Phát sinh (Nice to have),63000,6.0,1,8,1,2
2024-10-08,Chuối Winmart,Thực phẩm,Phát sinh (Nice to have),16000,1.0,0,8,1,1
2024-10-07,Sách tiki,Giáo dục,Phát sinh (Nice to have),245000,0.0,0,2,1,1
2024-10-07,"Dầu ăn, đậu hủ, chuối Winmart",Thực phẩm,Phải chi (Must have),115000,0.0,0,8,2,0
2024-10-08,Gà rán,Thực phẩm,Phát sinh (Nice to have),111000,1.0,0,8,1,1
2024-10-10,Đồ ăn ở quê,Thực phẩm,Phải chi (Must have),3000000,3.0,0,8,2,0
2024-10-10,Đổ xăng,Đi lại,Phải chi (Must have),50000,3.0,0,10,2,0
2024-10-10,Trà sữa Koi,Thực phẩm,Lãng phí (Wasted),50000,3.0,0,8,0,1
2024-10-17,Rau + chuối Winmart,Thực phẩm,Phát sinh (Nice to have),50000,3.0,0,8,1,1
2024-10-11,Mì tôm,Thực phẩm,Phát sinh (Nice to have),29000,4.0,0,8,1,1
2024-10-11,Mì odon,Thực phẩm,Phát sinh (Nice to have),284000,4.0,0,8,1,1
2024-10-12,Thảm chùi chân shopee,Mua sắm,Phát sinh (Nice to have),154000,5.0,1,5,1,2
2024-10-12,Passio coffee,Cà phê,Phát sinh (Nice to have),49000,5.0,1,0,1,2
2024-10-12,Đi chợ,Thực phẩm,Phải chi (Must have),382000,5.0,1,8,2,2
2024-10-12,Cắt tóc,Sức khoẻ,Phải chi (Must have),90000,5.0,1,7,2,2
2024-10-13,Xanh SM đám cưới Quang,Đi lại,Phát sinh (Nice to have),116000,6.0,1,10,1,2
2024-10-13,Bánh mì,Thực phẩm,Phát sinh (Nice to have),40000,6.0,1,8,1,2
2024-10-13,Cà phê đám cưới Quang,Cà phê,Phát sinh (Nice to have),202000,6.0,1,0,1,2
2024-10-15,Đổ xăng,Đi lại,Phải chi (Must have),50000,1.0,0,10,2,0
2024-10-15,Gạo,Thực phẩm,Phải chi (Must have),210000,1.0,0,8,2,0
2024-10-15,Nước,Thực phẩm,Phải chi (Must have),70000,1.0,0,8,2,0
2024-10-15,Miến dẫm chân,Mua sắm,Phát sinh (Nice to have),154000,1.0,0,5,1,1
2024-10-16,Sữa chua + trái cây Winmart,Thực phẩm,Phát sinh (Nice to have),117000,2.0,0,8,1,1
2024-10-17,Quýt Winmart,Thực phẩm,Phát sinh (Nice to have),53000,3.0,0,8,1,1
2024-10-17,Cà phê Passio,Cà phê,Phải chi (Must have),95000,3.0,0,0,2,0
2024-10-19,Nhổ răng,Sức khoẻ,Phát sinh (Nice to have),2724000,5.0,1,7,1,2
2024-10-19,Kem ý quận 1,Thực phẩm,Phát sinh (Nice to have),155000,5.0,1,8,1,2
2024-10-19,Cà phê hạt Hummingbird,Cà phê,Phải chi (Must have),235000,5.0,1,0,2,2
2024-10-19,Cháo gói Winmart,Thực phẩm,Phát sinh (Nice to have),59000,5.0,1,8,1,2
2024-10-19,Đổ xăng,Đi lại,Phải chi (Must have),50000,5.0,1,10,2,2
2024-10-19,Sinh tố bơ,Thực phẩm,Phát sinh (Nice to have),35000,5.0,1,8,1,2
2024-10-19,Bắp trái,Thực phẩm,Phát sinh (Nice to have),10000,5.0,1,8,1,2
2024-10-20,Đi chợ,Thực phẩm,Phải chi (Must have),290000,6.0,1,8,2,2
2024-10-20,Nước,Thực phẩm,Phải chi (Must have),70000,6.0,1,8,2,2
2024-10-21,Chuối,Thực phẩm,Phát sinh (Nice to have),15000,0.0,0,8,1,1
2024-10-24,Đổ xăng,Đi lại,Phải chi (Must have),50000,3.0,0,10,2,0
2024-10-24,Mì quảng,Thực phẩm,Phát sinh (Nice to have),52000,3.0,0,8,1,1
2024-10-25,Nước,Thực phẩm,Phải chi (Must have),70000,4.0,0,8,2,0
2024-10-24,Trái cây + đồ ăn vặt lotte,Thực phẩm,Phát sinh (Nice to have),455000,3.0,0,8,1,1
2024-10-26,Đi chợ,Thực phẩm,Phải chi (Must have),440000,5.0,1,8,2,2
2024-10-27,"Bột giặt, kem đánh răng, giấy vệ sinh, gia vị",Mua sắm,Phải chi (Must have),215000,6.0,1,5,2,2
2024-10-27,Đi chợ,Thực phẩm,Phải chi (Must have),129000,6.0,1,8,2,2
2024-10-27,Card điện thoại,Other,Phát sinh (Nice to have),30000,6.0,1,6,1,2
2024-10-28,Nước ngọt cocacola,Thực phẩm,Lãng phí (Wasted),10000,0.0,0,8,0,1
